allegation_id,officer_id,rank,salary,date,beat
107865,95,Sergeant,97212,2016-01-09T00:00:00.000+0000,260
99554,95,Sergeant,97212,2013-11-19T00:00:00.000+0000,260
66056,95,Sergeant,97212,2008-01-20T00:00:00.000+0000,null
63226,95,Sergeant,97212,2007-09-02T00:00:00.000+0000,225
59424,95,Sergeant,97212,2007-02-25T00:00:00.000+0000,245
52574,95,Sergeant,97212,2006-01-29T00:00:00.000+0000,253
44147,95,Sergeant,97212,2005-01-30T00:00:00.000+0000,261
41299,95,Sergeant,97212,2004-09-08T00:00:00.000+0000,253
34773,95,Sergeant,97212,2003-11-18T00:00:00.000+0000,246
13092,95,Sergeant,97212,2001-06-16T00:00:00.000+0000,237
10672,95,Sergeant,97212,2001-03-20T00:00:00.000+0000,253
3225,95,Sergeant,97212,2000-05-03T00:00:00.000+0000,140
145079,29652,Police Officer,82788,1995-06-09T00:00:00.000+0000,null
108407,1,Sergeant,101442,2016-03-12T00:00:00.000+0000,187
97832,1,Sergeant,101442,2013-06-29T00:00:00.000+0000,59
94547,1,Sergeant,101442,2012-10-07T00:00:00.000+0000,82
79950,1,Sergeant,101442,2010-01-20T00:00:00.000+0000,64
66771,1,Sergeant,101442,2007-04-25T00:00:00.000+0000,186
51273,1,Sergeant,101442,2005-07-19T00:00:00.000+0000,203
89608,2,Sergeant,111474,2011-10-26T00:00:00.000+0000,94
89562,2,Sergeant,111474,2011-10-27T00:00:00.000+0000,68
88281,2,Sergeant,111474,2011-06-24T00:00:00.000+0000,135
84845,2,Sergeant,111474,2010-10-26T00:00:00.000+0000,69
82629,2,Sergeant,111474,2010-07-06T00:00:00.000+0000,94
79436,2,Sergeant,111474,2009-12-12T00:00:00.000+0000,78
77686,2,Sergeant,111474,2009-08-20T00:00:00.000+0000,68
61109,2,Sergeant,111474,2007-05-24T00:00:00.000+0000,69
7758,4,Sergeant,98184,2000-08-16T00:00:00.000+0000,181
180089,4,Sergeant,98184,2000-08-16T00:00:00.000+0000,null
170998,4,Sergeant,98184,1999-04-19T00:00:00.000+0000,null
148244,4,Sergeant,98184,1995-11-16T00:00:00.000+0000,null
145843,4,Sergeant,98184,1995-07-12T00:00:00.000+0000,null
138983,4,Sergeant,98184,1994-07-30T00:00:00.000+0000,null
124011,4,Sergeant,98184,1992-02-11T00:00:00.000+0000,null
128745,5,Police Officer,61518,1992-11-02T00:00:00.000+0000,null
127849,5,Police Officer,61518,1992-10-19T00:00:00.000+0000,null
122188,5,Police Officer,61518,1991-10-12T00:00:00.000+0000,null
120334,5,Police Officer,61518,1991-06-04T00:00:00.000+0000,null
59906,6,Police Officer,87048,2007-03-23T00:00:00.000+0000,42
59337,6,Police Officer,87048,2007-02-19T00:00:00.000+0000,168
42851,6,Police Officer,87048,2004-11-21T00:00:00.000+0000,132
17185,6,Police Officer,87048,2001-11-23T00:00:00.000+0000,77
174529,6,Police Officer,87048,1999-11-19T00:00:00.000+0000,null
159141,6,Police Officer,87048,1997-05-21T00:00:00.000+0000,null
85287,7,Sergeant,99444,2010-12-30T00:00:00.000+0000,49
59994,7,Sergeant,99444,2007-03-18T00:00:00.000+0000,72
40326,7,Sergeant,99444,2004-06-30T00:00:00.000+0000,62
38385,7,Sergeant,99444,2004-05-01T00:00:00.000+0000,63
169266,7,Sergeant,99444,1998-12-23T00:00:00.000+0000,null
168698,7,Sergeant,99444,1998-11-13T00:00:00.000+0000,null
167335,7,Sergeant,99444,1998-08-25T00:00:00.000+0000,null
51674,8,Sergeant,70488,2006-01-06T00:00:00.000+0000,200
11451,8,Sergeant,70488,2001-04-20T00:00:00.000+0000,64
115025,9,Detective,90540,1990-03-26T00:00:00.000+0000,null
113594,9,Detective,90540,1989-10-06T00:00:00.000+0000,null
113489,9,Detective,90540,1989-10-02T00:00:00.000+0000,null
165515,11,Sergeant,99756,1998-05-17T00:00:00.000+0000,null
153352,11,Sergeant,99756,1996-08-03T00:00:00.000+0000,null
131040,11,Sergeant,99756,1993-04-14T00:00:00.000+0000,null
129360,11,Sergeant,99756,1993-01-07T00:00:00.000+0000,null
126988,11,Sergeant,99756,1992-08-13T00:00:00.000+0000,null
125983,11,Sergeant,99756,1992-06-14T00:00:00.000+0000,null
120285,11,Sergeant,99756,1991-07-16T00:00:00.000+0000,null
155657,12,Detective,63456,1996-11-23T00:00:00.000+0000,null
138753,12,Detective,63456,1994-07-02T00:00:00.000+0000,null
131293,12,Detective,63456,1993-04-29T00:00:00.000+0000,null
117739,12,Detective,63456,1990-10-09T00:00:00.000+0000,null
112593,12,Detective,63456,1988-06-29T00:00:00.000+0000,null
112549,12,Detective,63456,1988-05-23T00:00:00.000+0000,null
111854,12,Detective,63456,1985-09-11T00:00:00.000+0000,null
84376,13,Sergeant,104628,2010-10-11T00:00:00.000+0000,53
7525,13,Sergeant,104628,2000-10-24T00:00:00.000+0000,27
179955,13,Sergeant,104628,2000-10-24T00:00:00.000+0000,null
167627,13,Sergeant,104628,1998-09-09T00:00:00.000+0000,null
148407,13,Sergeant,104628,1995-11-26T00:00:00.000+0000,null
140888,13,Sergeant,104628,1994-10-14T00:00:00.000+0000,null
134691,13,Sergeant,104628,1993-10-19T00:00:00.000+0000,null
126535,13,Sergeant,104628,1992-07-13T00:00:00.000+0000,null
122084,13,Sergeant,104628,1991-10-07T00:00:00.000+0000,null
117131,13,Sergeant,104628,1991-01-19T00:00:00.000+0000,null
70445,14,Sergeant,97212,2007-02-21T00:00:00.000+0000,51
171946,14,Sergeant,97212,1999-06-15T00:00:00.000+0000,null
144591,14,Sergeant,97212,1994-09-14T00:00:00.000+0000,null
116213,14,Sergeant,97212,1990-11-28T00:00:00.000+0000,null
102689,15,Sergeant,82152,2014-07-13T00:00:00.000+0000,225
94296,16,Detective,90540,2012-09-19T00:00:00.000+0000,null
93242,16,Detective,90540,2012-07-08T00:00:00.000+0000,247
92611,16,Detective,90540,2012-05-22T00:00:00.000+0000,271
89458,16,Detective,90540,2011-10-19T00:00:00.000+0000,226
86885,16,Detective,90540,2011-04-10T00:00:00.000+0000,228
86461,16,Detective,90540,2011-03-27T00:00:00.000+0000,224
85141,16,Detective,90540,2010-12-15T00:00:00.000+0000,227
85049,16,Detective,90540,2010-12-08T00:00:00.000+0000,247
84468,16,Detective,90540,2010-10-13T00:00:00.000+0000,240
83029,16,Detective,90540,2010-07-31T00:00:00.000+0000,230
82628,16,Detective,90540,2010-07-07T00:00:00.000+0000,238
81820,16,Detective,90540,2010-05-20T00:00:00.000+0000,228
81210,16,Detective,90540,2010-04-11T00:00:00.000+0000,233
80573,16,Detective,90540,2010-02-25T00:00:00.000+0000,204
79403,16,Detective,90540,2009-12-09T00:00:00.000+0000,238
79068,16,Detective,90540,2009-11-15T00:00:00.000+0000,229
74869,16,Detective,90540,2009-03-28T00:00:00.000+0000,238
74638,16,Detective,90540,2009-03-12T00:00:00.000+0000,234
71808,16,Detective,90540,2008-11-05T00:00:00.000+0000,228
78378,17,Police Officer,70296,2009-10-07T00:00:00.000+0000,160
46247,17,Police Officer,70296,2005-05-10T00:00:00.000+0000,null
45941,17,Police Officer,70296,2005-04-28T00:00:00.000+0000,null
44697,17,Police Officer,70296,2005-03-01T00:00:00.000+0000,null
37258,17,Police Officer,70296,2004-03-12T00:00:00.000+0000,null
37001,17,Police Officer,70296,2004-03-01T00:00:00.000+0000,null
35065,17,Police Officer,70296,2003-11-26T00:00:00.000+0000,52
35027,17,Police Officer,70296,2003-12-02T00:00:00.000+0000,null
32766,17,Police Officer,70296,2003-08-21T00:00:00.000+0000,null
30125,17,Police Officer,70296,2003-04-03T00:00:00.000+0000,null
24344,17,Police Officer,70296,2002-08-28T00:00:00.000+0000,null
24102,17,Police Officer,70296,2002-08-20T00:00:00.000+0000,null
21987,17,Police Officer,70296,2002-06-07T00:00:00.000+0000,null
20724,17,Police Officer,70296,2002-04-04T00:00:00.000+0000,null
19259,17,Police Officer,70296,2002-02-24T00:00:00.000+0000,null
19225,17,Police Officer,70296,2002-02-20T00:00:00.000+0000,null
17528,17,Police Officer,70296,2001-12-06T00:00:00.000+0000,null
16363,17,Police Officer,70296,2001-10-20T00:00:00.000+0000,null
15986,17,Police Officer,70296,2001-10-04T00:00:00.000+0000,null
15244,17,Police Officer,70296,2001-09-07T00:00:00.000+0000,null
13985,17,Police Officer,70296,2001-07-19T00:00:00.000+0000,null
12770,17,Police Officer,70296,2001-06-08T00:00:00.000+0000,null
10772,17,Police Officer,70296,2001-03-23T00:00:00.000+0000,null
7187,17,Police Officer,70296,2000-10-14T00:00:00.000+0000,null
3396,17,Police Officer,70296,2000-05-23T00:00:00.000+0000,null
41580,18,Detective,74946,2004-08-17T00:00:00.000+0000,42
40755,18,Detective,74946,2004-08-15T00:00:00.000+0000,40
32173,18,Detective,74946,2003-07-31T00:00:00.000+0000,58
31322,18,Detective,74946,2003-06-28T00:00:00.000+0000,41
22415,18,Detective,74946,2002-06-22T00:00:00.000+0000,46
31292,20,Sergeant,70488,2003-06-25T00:00:00.000+0000,204
117103,20,Sergeant,70488,1991-01-19T00:00:00.000+0000,null
116247,20,Sergeant,70488,1990-12-01T00:00:00.000+0000,null
151928,21,Police Officer,74178,1996-05-28T00:00:00.000+0000,null
149886,21,Police Officer,74178,1996-02-12T00:00:00.000+0000,null
148171,21,Police Officer,74178,1995-11-12T00:00:00.000+0000,null
144569,21,Police Officer,74178,1995-05-15T00:00:00.000+0000,null
135039,21,Police Officer,74178,1993-12-06T00:00:00.000+0000,null
132907,21,Police Officer,74178,1993-07-22T00:00:00.000+0000,null
132723,21,Police Officer,74178,1993-07-14T00:00:00.000+0000,null
131552,21,Police Officer,74178,1993-05-12T00:00:00.000+0000,null
130179,21,Police Officer,74178,1992-07-06T00:00:00.000+0000,null
128998,21,Police Officer,74178,1992-12-20T00:00:00.000+0000,null
127677,21,Police Officer,74178,1992-10-10T00:00:00.000+0000,null
126928,21,Police Officer,74178,1992-08-23T00:00:00.000+0000,null
125783,21,Police Officer,74178,1992-05-28T00:00:00.000+0000,null
125380,21,Police Officer,74178,1992-05-09T00:00:00.000+0000,null
124952,21,Police Officer,74178,1992-04-12T00:00:00.000+0000,null
115793,21,Police Officer,74178,1990-10-24T00:00:00.000+0000,null
103784,25,Police Officer,65868,2014-11-25T00:00:00.000+0000,34
144922,27,Police Officer,70296,1995-05-01T00:00:00.000+0000,null
124573,27,Police Officer,70296,1992-01-07T00:00:00.000+0000,null
117855,27,Police Officer,70296,1991-03-06T00:00:00.000+0000,null
113439,27,Police Officer,70296,1989-09-28T00:00:00.000+0000,null
97989,29,Field Training Officer,76764,2013-06-21T00:00:00.000+0000,46
41905,29,Field Training Officer,76764,2004-10-07T00:00:00.000+0000,46
38880,29,Field Training Officer,76764,2004-05-21T00:00:00.000+0000,44
165083,29,Field Training Officer,76764,1997-11-04T00:00:00.000+0000,null
146320,29,Field Training Officer,76764,1995-08-10T00:00:00.000+0000,null
135409,29,Field Training Officer,76764,1993-12-29T00:00:00.000+0000,null
155383,33,Deputy Chief,148356,1995-12-27T00:00:00.000+0000,null
146770,33,Deputy Chief,148356,1995-06-07T00:00:00.000+0000,null
144387,33,Deputy Chief,148356,1995-04-22T00:00:00.000+0000,null
129456,33,Deputy Chief,148356,1993-01-12T00:00:00.000+0000,null
128749,33,Deputy Chief,148356,1992-12-03T00:00:00.000+0000,null
126964,33,Deputy Chief,148356,1992-08-28T00:00:00.000+0000,null
123544,33,Deputy Chief,148356,1992-01-08T00:00:00.000+0000,null
123520,33,Deputy Chief,148356,1992-01-07T00:00:00.000+0000,null
119328,33,Deputy Chief,148356,1991-05-28T00:00:00.000+0000,null
118939,33,Deputy Chief,148356,1989-04-01T00:00:00.000+0000,null
114796,33,Deputy Chief,148356,1989-12-19T00:00:00.000+0000,null
111989,33,Deputy Chief,148356,1986-04-22T00:00:00.000+0000,null
111900,33,Deputy Chief,148356,1985-12-09T00:00:00.000+0000,null
93090,34,First Deputy Superintendent,188316,2012-06-27T00:00:00.000+0000,128
60116,34,First Deputy Superintendent,188316,2007-04-03T00:00:00.000+0000,135
51285,34,First Deputy Superintendent,188316,2004-10-09T00:00:00.000+0000,88
43519,34,First Deputy Superintendent,188316,2004-12-28T00:00:00.000+0000,265
41750,34,First Deputy Superintendent,188316,2004-09-29T00:00:00.000+0000,132
41294,34,First Deputy Superintendent,188316,2004-09-07T00:00:00.000+0000,65
37677,34,First Deputy Superintendent,188316,2004-02-27T00:00:00.000+0000,132
35535,34,First Deputy Superintendent,188316,2003-12-28T00:00:00.000+0000,137
26434,34,First Deputy Superintendent,188316,2002-11-16T00:00:00.000+0000,63
22615,34,First Deputy Superintendent,188316,2002-06-12T00:00:00.000+0000,153
6876,34,First Deputy Superintendent,188316,2000-09-30T00:00:00.000+0000,132
179571,34,First Deputy Superintendent,188316,2000-09-30T00:00:00.000+0000,null
173562,34,First Deputy Superintendent,188316,1999-09-19T00:00:00.000+0000,null
152599,35,Deputy Chief,170112,1996-06-16T00:00:00.000+0000,null
150756,35,Deputy Chief,170112,1996-03-15T00:00:00.000+0000,null
39981,38,Detective,72480,2004-07-10T00:00:00.000+0000,122
34847,38,Detective,72480,2003-11-20T00:00:00.000+0000,271
33318,38,Detective,72480,2003-09-19T00:00:00.000+0000,268
32731,38,Detective,72480,2003-08-20T00:00:00.000+0000,101
28094,38,Detective,72480,2003-01-16T00:00:00.000+0000,223
26863,38,Detective,72480,2002-12-06T00:00:00.000+0000,231
23801,38,Detective,72480,2002-08-09T00:00:00.000+0000,276
14001,38,Detective,72480,2001-07-22T00:00:00.000+0000,231
13027,38,Detective,72480,2001-06-20T00:00:00.000+0000,273
4049,38,Detective,72480,2000-06-18T00:00:00.000+0000,251
358,38,Detective,72480,2000-01-18T00:00:00.000+0000,242
177829,38,Detective,72480,2000-06-18T00:00:00.000+0000,null
175376,38,Detective,72480,2000-01-18T00:00:00.000+0000,null
101998,42,Detective,79134,2013-06-17T00:00:00.000+0000,34
100951,42,Detective,79134,2014-04-04T00:00:00.000+0000,36
96177,42,Detective,79134,2013-03-03T00:00:00.000+0000,36
94449,42,Detective,79134,2012-09-29T00:00:00.000+0000,36
85151,42,Detective,79134,2010-12-13T00:00:00.000+0000,38
72512,42,Detective,79134,2008-12-12T00:00:00.000+0000,36
68022,42,Detective,79134,2007-07-06T00:00:00.000+0000,34
35493,42,Detective,79134,2003-12-25T00:00:00.000+0000,34
35225,42,Detective,79134,2003-11-22T00:00:00.000+0000,37
32438,42,Detective,79134,2003-08-15T00:00:00.000+0000,34
28293,42,Detective,79134,2003-01-29T00:00:00.000+0000,32
20339,42,Detective,79134,2002-04-10T00:00:00.000+0000,136
132297,43,Field Training Officer,61566,1993-05-29T00:00:00.000+0000,null
81603,44,Detective,65646,2010-05-05T00:00:00.000+0000,270
67457,44,Detective,65646,2008-03-29T00:00:00.000+0000,157
64737,44,Detective,65646,2007-11-13T00:00:00.000+0000,160
53519,44,Detective,65646,2006-04-22T00:00:00.000+0000,null
18175,44,Detective,65646,2002-01-03T00:00:00.000+0000,61
15626,44,Detective,65646,2001-08-06T00:00:00.000+0000,null
1009,44,Detective,65646,2000-01-24T00:00:00.000+0000,184
175834,44,Detective,65646,2000-01-24T00:00:00.000+0000,null
174609,44,Detective,65646,1999-11-25T00:00:00.000+0000,null
174478,44,Detective,65646,1999-09-24T00:00:00.000+0000,null
172442,44,Detective,65646,1999-07-12T00:00:00.000+0000,null
169698,44,Detective,65646,1999-01-26T00:00:00.000+0000,null
168297,44,Detective,65646,1998-10-10T00:00:00.000+0000,null
167408,44,Detective,65646,1998-08-30T00:00:00.000+0000,null
166723,44,Detective,65646,1998-07-22T00:00:00.000+0000,null
165889,44,Detective,65646,1998-06-08T00:00:00.000+0000,null
162389,44,Detective,65646,1997-11-03T00:00:00.000+0000,null
162244,44,Detective,65646,1997-10-23T00:00:00.000+0000,null
160722,44,Detective,65646,1997-08-08T00:00:00.000+0000,null
155631,44,Detective,65646,1996-11-22T00:00:00.000+0000,null
153142,45,Sergeant,70488,1996-07-25T00:00:00.000+0000,null
151031,45,Sergeant,70488,1996-04-13T00:00:00.000+0000,null
110554,46,Detective,90456,2017-09-28T00:00:00.000+0000,161
85417,47,Police Officer,68166,2011-01-08T00:00:00.000+0000,158
69403,47,Police Officer,68166,2008-06-30T00:00:00.000+0000,154
48594,47,Police Officer,68166,2005-08-21T00:00:00.000+0000,158
47695,47,Police Officer,68166,2005-07-13T00:00:00.000+0000,158
38233,47,Police Officer,68166,2004-04-22T00:00:00.000+0000,152
17696,47,Police Officer,68166,2001-12-04T00:00:00.000+0000,63
20222,48,Sergeant,96648,2002-04-05T00:00:00.000+0000,57
20182,48,Sergeant,96648,2002-04-02T00:00:00.000+0000,57
19057,48,Sergeant,96648,2002-02-01T00:00:00.000+0000,57
162228,48,Sergeant,96648,1997-10-23T00:00:00.000+0000,null
132114,48,Sergeant,96648,1993-06-13T00:00:00.000+0000,null
124672,48,Sergeant,96648,1992-03-25T00:00:00.000+0000,null
121159,48,Sergeant,96648,1991-08-26T00:00:00.000+0000,null
121007,48,Sergeant,96648,1991-08-18T00:00:00.000+0000,null
71914,49,Police Officer,93588,2008-11-09T00:00:00.000+0000,10
97615,49,Police Officer,93588,2012-01-01T00:00:00.000+0000,9
92461,49,Police Officer,93588,2012-05-11T00:00:00.000+0000,19
79993,49,Police Officer,93588,2010-01-12T00:00:00.000+0000,64
78392,49,Police Officer,93588,2009-10-09T00:00:00.000+0000,8
74389,49,Police Officer,93588,2009-03-02T00:00:00.000+0000,1
59734,49,Police Officer,93588,2007-03-14T00:00:00.000+0000,39
57048,50,Detective,74946,2006-08-18T00:00:00.000+0000,160
56480,50,Detective,74946,2006-09-10T00:00:00.000+0000,null
86259,52,Detective,65646,2011-03-17T00:00:00.000+0000,77
78959,52,Detective,65646,2009-11-10T00:00:00.000+0000,146
60179,52,Detective,65646,2007-02-09T00:00:00.000+0000,187
59655,52,Detective,65646,2007-03-11T00:00:00.000+0000,187
58836,52,Detective,65646,2007-01-21T00:00:00.000+0000,218
57508,52,Detective,65646,2006-11-07T00:00:00.000+0000,104
57063,52,Detective,65646,2006-10-12T00:00:00.000+0000,234
49175,52,Detective,65646,2005-09-16T00:00:00.000+0000,186
43895,52,Detective,65646,2005-01-16T00:00:00.000+0000,78
38520,52,Detective,65646,2004-04-15T00:00:00.000+0000,132
29931,52,Detective,65646,2003-04-24T00:00:00.000+0000,155
28056,52,Detective,65646,2003-01-07T00:00:00.000+0000,8
28028,52,Detective,65646,2003-01-13T00:00:00.000+0000,1
175027,52,Detective,65646,1999-12-25T00:00:00.000+0000,null
173227,52,Detective,65646,1999-08-27T00:00:00.000+0000,null
106270,54,Police Officer,72726,2015-08-01T00:00:00.000+0000,165
100228,54,Police Officer,72726,2014-01-03T00:00:00.000+0000,187
79552,54,Police Officer,72726,2009-12-19T00:00:00.000+0000,165
70112,54,Police Officer,72726,2008-08-12T00:00:00.000+0000,6
15310,54,Police Officer,72726,2001-08-19T00:00:00.000+0000,6
10474,54,Police Officer,72726,2001-03-11T00:00:00.000+0000,null
181247,54,Police Officer,72726,2001-03-11T00:00:00.000+0000,null
179883,54,Police Officer,72726,1999-06-30T00:00:00.000+0000,null
167389,54,Police Officer,72726,1998-08-28T00:00:00.000+0000,null
165744,54,Police Officer,72726,1998-05-31T00:00:00.000+0000,null
161812,54,Police Officer,72726,1997-10-02T00:00:00.000+0000,null
160639,54,Police Officer,72726,1997-08-04T00:00:00.000+0000,null
107941,56,Sergeant,96648,2013-10-01T00:00:00.000+0000,134
101157,56,Sergeant,96648,2014-04-22T00:00:00.000+0000,65
99752,56,Sergeant,96648,2013-04-10T00:00:00.000+0000,137
99147,56,Sergeant,96648,2013-05-03T00:00:00.000+0000,132
93348,56,Sergeant,96648,2012-07-15T00:00:00.000+0000,77
92862,56,Sergeant,96648,2012-02-22T00:00:00.000+0000,132
92802,56,Sergeant,96648,2012-06-08T00:00:00.000+0000,137
91814,56,Sergeant,96648,2012-03-28T00:00:00.000+0000,127
17987,58,Detective,67884,2001-12-29T00:00:00.000+0000,142
16967,58,Detective,67884,2001-11-11T00:00:00.000+0000,268
591,58,Detective,67884,2000-01-28T00:00:00.000+0000,152
259,58,Detective,67884,2000-01-13T00:00:00.000+0000,152
175541,58,Detective,67884,2000-01-28T00:00:00.000+0000,null
175307,58,Detective,67884,2000-01-13T00:00:00.000+0000,null
170633,58,Detective,67884,1999-03-29T00:00:00.000+0000,null
170453,58,Detective,67884,1999-03-17T00:00:00.000+0000,null
170452,58,Detective,67884,1999-03-16T00:00:00.000+0000,null
169752,58,Detective,67884,1999-01-29T00:00:00.000+0000,null
168781,58,Detective,67884,1998-07-15T00:00:00.000+0000,null
165325,58,Detective,67884,1998-05-05T00:00:00.000+0000,null
165236,58,Detective,67884,1998-05-01T00:00:00.000+0000,null
163845,58,Detective,67884,1998-02-05T00:00:00.000+0000,null
162834,58,Detective,67884,1997-12-02T00:00:00.000+0000,null
162306,58,Detective,67884,1997-10-27T00:00:00.000+0000,null
160068,58,Detective,67884,1997-07-07T00:00:00.000+0000,null
158006,58,Detective,67884,1997-03-20T00:00:00.000+0000,null
157989,58,Detective,67884,1997-03-20T00:00:00.000+0000,null
157457,58,Detective,67884,1997-02-23T00:00:00.000+0000,null
157339,58,Detective,67884,1997-02-13T00:00:00.000+0000,null
152974,58,Detective,67884,1996-07-15T00:00:00.000+0000,null
147510,58,Detective,67884,1995-10-09T00:00:00.000+0000,null
144425,58,Detective,67884,1995-05-07T00:00:00.000+0000,null
139334,58,Detective,67884,1994-07-31T00:00:00.000+0000,null
134840,58,Detective,67884,1993-10-26T00:00:00.000+0000,null
131250,58,Detective,67884,1993-04-26T00:00:00.000+0000,null
130365,58,Detective,67884,1993-03-05T00:00:00.000+0000,null
125136,58,Detective,67884,1992-04-23T00:00:00.000+0000,null
123867,58,Detective,67884,1992-02-03T00:00:00.000+0000,null
121904,58,Detective,67884,1991-09-29T00:00:00.000+0000,null
119378,58,Detective,67884,1991-05-31T00:00:00.000+0000,null
118844,58,Detective,67884,1991-05-02T00:00:00.000+0000,null
117995,58,Detective,67884,1991-03-15T00:00:00.000+0000,null
117697,58,Detective,67884,1991-02-25T00:00:00.000+0000,null
114326,58,Detective,67884,1989-11-14T00:00:00.000+0000,null
57931,59,Detective,74946,2006-11-30T00:00:00.000+0000,129
57656,59,Detective,74946,2006-11-15T00:00:00.000+0000,2
57422,59,Detective,74946,2006-10-06T00:00:00.000+0000,null
19008,59,Detective,74946,2002-02-09T00:00:00.000+0000,152
17421,59,Detective,74946,2001-12-03T00:00:00.000+0000,null
